accession	run_id
SAMN00062902	SRR1804168
SAMN00066726	SRR1804156
SAMN00149246	SRR1804148
SAMN00040154	SRR1804121
SAMN00094594	SRR1804067
SAMN00083256	SRR1804065
SAMN00067078	SRR1804011
SAMN00147536	SRR1803993
SAMN00036464	SRR1803864
SAMN00097428	SRR1565915
SAMN00037847	SRR1565914
SAMN00088344	SRR1565851
SAMN00073299	SRR1565850
SAMN00037599	SRR1565849
SAMN00077489	SRR1565838
SAMN00072585	SRR1565746
SAMN00078154	SRR1565743
SAMN00038115	SRR1565741
SAMN00041489	SRR1565464
SAMN00038058	SRR1565462
SAMN00084753	SRR1564438
SAMN00041726	SRR1564436
SAMN00070529	SRR1564435
SAMN00088158	SRR1564434
SAMN00082837	SRR1564432
SAMN00064982	SRR1564429
SAMN00073096	SRR1564390
SAMN00074762	SRR1564344
SAMN00062609	SRR1564319
SAMN00074068	SRR1564316
SAMN00085566	SRR1564310
SAMN00143970	SRR1564241
SAMN00038840	SRR1564218
SAMN00069909	SRR066421
SAMN00065013	SRR060152
SAMN00077487	SRR060039
SAMN00043931	SRR060035
SAMN00044564	SRR060006
SAMN00077726	SRR059818
SAMN00034856	SRR646449
SAMN00037655	SRR642022
SAMN00145981	SRR514208
SAMN00143723	SRR513826
SAMN03351510	SRR2240318
SAMN03351489	SRR2240290
SAMN03351484	SRR2240287
SAMN03351467	SRR2240257
SAMN00099952	SRR1805086
SAMN00063777	SRR1805082
SAMN00035954	SRR1805067
SAMN00068316	SRR1805065
SAMN00036671	SRR1805061
SAMN00036704	SRR1805056
SAMN00147432	SRR1805054
SAMN00086971	SRR1805051
SAMN10658245	SRR1805049
SAMN00069455	SRR1805048
SAMN00142140	SRR1805043
SAMN00147308	SRR1805011
SAMN00036073	SRR1805004
SAMN00148461	SRR1805002
SAMN00036912	SRR1804998
SAMN00142138	SRR1804966
SAMN00100600	SRR1804962
SAMN00143112	SRR1804942
SAMN00039841	SRR1804917
SAMN00065253	SRR1804909
SAMN00146594	SRR1804908
SAMN00035562	SRR1804905
SAMN00039824	SRR1804904
SAMN00069782	SRR1804903
SAMN00142683	SRR1804898
SAMN00147728	SRR1804896
SAMN00040663	SRR1804893
SAMN00067750	SRR1804886
SAMN00063850	SRR1804884
SAMN00141835	SRR1804877
SAMN00147194	SRR1804869
SAMN00148091	SRR1804864
SAMN00146642	SRR1804860
SAMN00146105	SRR1804854
SAMN00085988	SRR1804844
SAMN00142302	SRR1804843
SAMN00039950	SRR1804841
SAMN00040054	SRR1804827
SAMN00087700	SRR1804826
SAMN00087284	SRR1804820
SAMN00095269	SRR1804815
SAMN00066721	SRR1804801
SAMN00099709	SRR1804798
SAMN00081678	SRR1804740
SAMN00066511	SRR1804737
SAMN00087531	SRR1804730
SAMN00037350	SRR1804714
SAMN00066077	SRR1804708
SAMN00037130	SRR1804706
SAMN00143352	SRR1804702
SAMN00068069	SRR1804693
SAMN00036606	SRR1804684
SAMN00073596	SRR1804662
SAMN00082394	SRR1804647
SAMN00070950	SRR1804642
SAMN00065204	SRR1804639
SAMN00075975	SRR1804637
SAMN00067442	SRR1804631
SAMN00065835	SRR1804626
SAMN00036216	SRR1804614
SAMN00035609	SRR1804583
SAMN00083781	SRR1804578
SAMN00040646	SRR1804577
SAMN00084421	SRR1804572
SAMN00062240	SRR1804452
SAMN00149096	SRR1804450
SAMN00142740	SRR1804402
SAMN00100261	SRR1804401
SAMN00036313	SRR1804388
SAMN00075297	SRR1804358
SAMN00087143	SRR1804335
SAMN00040106	SRR1804290
SAMN00149001	SRR1804201
SAMN00143224	SRR1804181
SAMN00100537	SRR1804110
SAMN00035630	SRR1804064
SAMN00070983	SRR1803998
SAMN00082151	SRR1803925
SAMN00147470	SRR1803921
SAMN00071007	SRR1803897
SAMN00065333	SRR1803854
SAMN00085565	SRR063921
SAMN00062293	SRR063523
SAMN00040819	SRR063505
SAMN00076528	SRR063504
SAMN00067023	SRR063484
SAMN00036482	SRR063481
SAMN00035531	SRR063469
SAMN00076268	SRR062530
SAMN00037178	SRR062524
SAMN00083009	SRR062467
SAMN00070761	SRR062447
SAMN00068879	SRR062427
SAMN00081451	SRR062423
SAMN00083581	SRR062418
SAMN00070308	SRR062407
SAMN00035505	SRR062388
SAMN00040035	SRR062355
SAMN00040379	SRR062324
SAMN00035169	SRR062323
SAMN00035677	SRR062321
SAMN00036283	SRR062320
SAMN00039531	SRR062012
SAMN00039351	SRR061974
SAMN00037735	SRR061934
SAMN00045047	SRR061932
SAMN00045843	SRR061930
SAMN00038172	SRR061920
SAMN00073407	SRR061586
SAMN00065722	SRR061583
SAMN00074965	SRR061574
SAMN00039793	SRR061569
SAMN00035453	SRR061558
SAMN00063010	SRR061556
SAMN00040903	SRR061507
SAMN00041005	SRR061505
SAMN00037072	SRR061497
SAMN00037485	SRR061495
SAMN00040615	SRR061459
SAMN00070934	SRR061443
SAMN00067053	SRR061438
SAMN00036141	SRR061368
SAMN00068173	SRR061343
SAMN00036435	SRR061334
SAMN00072706	SRR061284
SAMN00040599	SRR061256
SAMN00071040	SRR061234
SAMN00036796	SRR061231
SAMN00035831	SRR061229
SAMN00069968	SRR061220
SAMN00062637	SRR061212
SAMN00036881	SRR061209
SAMN00037000	SRR061208
SAMN00036351	SRR061204
SAMN00037274	SRR061200
SAMN00083300	SRR061199
SAMN00069721	SRR061174
SAMN00032966	SRR061173
SAMN00037313	SRR061172
SAMN00032708	SRR061170
SAMN00084528	SRR061167
SAMN00032842	SRR061166
SAMN00037553	SRR061161
SAMN00073344	SRR061158
SAMN00036197	SRR061156
SAMN00040485	SRR061154
SAMN00036408	SRR061147
SAMN00033023	SRR061145
SAMN00035901	SRR061135
SAMN00032571	SRR060443
SAMN00032739	SRR060411
SAMN00034905	SRR060375
SAMN00032498	SRR060371
SAMN00045483	SRR060369
SAMN00038321	SRR060365
SAMN00045132	SRR060363
SAMN00038409	SRR060359
SAMN00078779	SRR060357
SAMN00043827	SRR060353
SAMN00087897	SRR060138
SAMN00037713	SRR060026
SAMN00088343	SRR060001
SAMN00073223	SRR059991
SAMN00070004	SRR059985
SAMN00043355	SRR059953
SAMN00039645	SRR059917
SAMN00063710	SRR059915
SAMN00045189	SRR059911
SAMN00044394	SRR059901
SAMN00034376	SRR059897
SAMN00045549	SRR059891
SAMN00038739	SRR059887
SAMN00038525	SRR059885
SAMN00032676	SRR059855
SAMN00042702	SRR059853
SAMN00037971	SRR059831
SAMN00038465	SRR059829
SAMN00034739	SRR059813
SAMN00045350	SRR059507
SAMN00034694	SRR059505
SAMN00045227	SRR059461
SAMN00043289	SRR059455
SAMN00041546	SRR059441
SAMN00043166	SRR059425
SAMN00044801	SRR059423
SAMN00034120	SRR059421
SAMN00044744	SRR059417
SAMN00033491	SRR059413
SAMN00041186	SRR059407
SAMN00039569	SRR059395
SAMN00045767	SRR059389
SAMN00038651	SRR059379
SAMN00038207	SRR059373
SAMN00034433	SRR059367
SAMN00042087	SRR059357
SAMN00039039	SRR059355
SAMN00038919	SRR059353
SAMN00041451	SRR059351
SAMN00037803	SRR059347
SAMN00045606	SRR059345
SAMN00045653	SRR059343
SAMN00035018	SRR059339
SAMN00072036	SRR059331
SAMN00070431	SRR346712
SAMN00041128	SRR346711
SAMN00069173	SRR346710
SAMN00040800	SRR346696
SAMN00063420	SRR346689
SAMN00074599	SRR346670
SAMN00037236	SRR346666
SAMN00146256	SRR1179053
SAMN00094582	SRR1179049
SAMN00142939	SRR1179046
SAMN00142589	SRR1179043
SAMN00045293	SRR061691
SAMN00037421	SRR353617
SAMN00032889	SRR346703
SAMN00039874	SRR346691
SAMN00032521	SRR062103
SAMN00148292	SRR1031944
SAMN00086151	SRR1031939
SAMN00087621	SRR1031935
SAMN00085940	SRR1031933
SAMN00094441	SRR1031912
SAMN00148001	SRR1031907
SAMN00141759	SRR1031903
SAMN00087808	SRR1031897
SAMN00143931	SRR1031866
SAMN00148398	SRR1031861
SAMN00142365	SRR1031853
SAMN00087756	SRR1031852
SAMN00095176	SRR1031836
SAMN00143514	SRR1031831
SAMN00086045	SRR1031813
SAMN10657952	SRR1031763
SAMN00087398	SRR1031742
SAMN00094479	SRR1031737
SAMN00148034	SRR1031709
SAMN00087294	SRR1031693
SAMN00087559	SRR1031659
SAMN00037108	SRR061134
SAMN00036649	SRR061132
SAMN00040202	SRR061130
SAMN00082214	SRR1571689
SAMN00068663	SRR1571685
SAMN00041612	SRR1571665
SAMN00066378	SRR1571664
SAMN00045710	SRR1571651
SAMN00084200	SRR1571614
SAMN10658113	SRR1571613
SAMN00044933	SRR1571213
SAMN00144525	SRR1571195
SAMN00083686	SRR1571162
SAMN00074878	SRR1571144
SAMN00062975	SRR1571118
SAMN00065945	SRR1570050
SAMN00084837	SRR528534
SAMN00139862	SRR528533
SAMN00078079	SRR528532
SAMN00074361	SRR528530
SAMN00069411	SRR528527
SAMN00034067	SRR528526
SAMN00096542	SRR528525
SAMN00144714	SRR528524
SAMN00088586	SRR528522
SAMN00085131	SRR528520
SAMN00034187	SRR528518
SAMN00088409	SRR528515
SAMN00075542	SRR528513
SAMN00088832	SRR528512
SAMN00097897	SRR528510
SAMN00139730	SRR528507
SAMN10658563	SRR528506
SAMN00076282	SRR528505
SAMN00070035	SRR528502
SAMN00088016	SRR528497
SAMN00085508	SRR528493
SAMN00073365	SRR528489
SAMN00085245	SRR528488
SAMN00073658	SRR528471
SAMN00139709	SRR528445
SAMN00036587	SRR346686
SAMN00039134	SRR646456
SAMN00069905	SRR549739
SAMN00082542	SRR549665
SAMN00087920	SRR549635
SAMN00065537	SRR549630
SAMN00034857	SRR549597
SAMN00034316	SRR549596
SAMN17250427	SRR13378635
SAMN17250428	SRR13378634
SAMN17250437	SRR13378633
SAMN17250438	SRR13378632
SAMN17250439	SRR13378631
SAMN17250440	SRR13378630
SAMN17250441	SRR13378629
SAMN17250442	SRR13378628
SAMN17250443	SRR13378627
SAMN17250444	SRR13378626
SAMN17250445	SRR13378625
SAMN17250446	SRR13378624
SAMN17250429	SRR13378623
SAMN17250447	SRR13378622
SAMN17250449	SRR13378620
SAMN17250450	SRR13378619
SAMN17250451	SRR13378618
SAMN17250452	SRR13378617
SAMN17250453	SRR13378616
SAMN17250454	SRR13378615
SAMN17250455	SRR13378614
SAMN17250456	SRR13378613
SAMN17250430	SRR13378612
SAMN17250457	SRR13378611
SAMN17250458	SRR13378610
SAMN17250459	SRR13378609
SAMN17250460	SRR13378608
SAMN17250461	SRR13378607
SAMN17250462	SRR13378606
SAMN17250463	SRR13378605
SAMN17250466	SRR13378602
SAMN17250431	SRR13378601
SAMN17250468	SRR13378599
SAMN17250469	SRR13378598
SAMN17250470	SRR13378597
SAMN17250471	SRR13378596
SAMN17250472	SRR13378595
SAMN17250473	SRR13378594
SAMN17250474	SRR13378593
SAMN17250475	SRR13378592
SAMN17250476	SRR13378591
SAMN17250432	SRR13378590
SAMN17250477	SRR13378589
SAMN17250478	SRR13378588
SAMN17250479	SRR13378587
SAMN17250480	SRR13378586
SAMN17250481	SRR13378585
SAMN17250482	SRR13378584
SAMN17250483	SRR13378583
SAMN17250484	SRR13378582
SAMN17250485	SRR13378581
SAMN17250486	SRR13378580
SAMN17250433	SRR13378579
SAMN17250487	SRR13378578
SAMN17250488	SRR13378577
SAMN17250489	SRR13378576
SAMN17250490	SRR13378575
SAMN17250491	SRR13378574
SAMN17250492	SRR13378573
SAMN17250493	SRR13378572
SAMN17250495	SRR13378570
SAMN17250496	SRR13378569
SAMN17250434	SRR13378568
SAMN17250497	SRR13378567
SAMN17250499	SRR13378565
SAMN17250500	SRR13378564
SAMN17250501	SRR13378563
SAMN17250502	SRR13378562
SAMN17250503	SRR13378561
SAMN17250504	SRR13378560
SAMN17250505	SRR13378559
SAMN17250506	SRR13378558
SAMN17250435	SRR13378557
SAMN17250507	SRR13378556
SAMN17250508	SRR13378555
SAMN17250510	SRR13378553
SAMN17250511	SRR13378552
SAMN17250512	SRR13378551
SAMN17250513	SRR13378550
SAMN17250514	SRR13378549
SAMN17250515	SRR13378548
SAMN17250516	SRR13378547
SAMEA104142118	ERR2017570
SAMEA104142111	ERR2017577
SAMEA104142148	ERR2017538
SAMEA104142365	ERR2017420
SAMEA104142104	ERR2017590
SAMEA104142142	ERR2017544
SAMEA104142364	ERR2017421
SAMEA104142383	ERR2017482
SAMEA104142213	ERR2017525
SAMEA104142229	ERR2017469
SAMEA104142102	ERR2017584
SAMEA104142132	ERR2017554
SAMEA104142211	ERR2017529
SAMEA104142325	ERR2017447
SAMEA104142340	ERR2017444
SAMEA104142402	ERR2017508
SAMEA104142099	ERR2017592
SAMEA104142339	ERR2017455
SAMEA104142210	ERR2017530
SAMEA104142368	ERR2017417
SAMEA104142140	ERR2017546
SAMEA104142337	ERR2017453
SAMEA104142388	ERR2017487
SAMEA104142153	ERR2017533
SAMEA104142115	ERR2017573
SAMEA104142119	ERR2017569
SAMEA104142235	ERR2017463
SAMEA104142353	ERR2017432
SAMEA104142361	ERR2017424
SAMEA104142137	ERR2017549
SAMEA104142097	ERR2017594
SAMEA104142401	ERR2017507
SAMEA104142124	ERR2017562
SAMEA104142326	ERR2017449
SAMEA104142395	ERR2017499
SAMEA104142117	ERR2017571
SAMEA104142232	ERR2017466
SAMEA104142407	ERR2017514
SAMEA104142349	ERR2017436
SAMEA104142358	ERR2017427
SAMEA104142405	ERR2017512
SAMEA104142222	ERR2017461
SAMEA104142386	ERR2017485
SAMEA104142221	ERR2017520
SAMEA104142088	ERR2017596
SAMEA104142145	ERR2017541
SAMEA104142343	ERR2017442
SAMEA104142133	ERR2017553
SAMEA104142107	ERR2017586
SAMEA104142089	ERR2017595
SAMEA104142357	ERR2017428
SAMEA104142404	ERR2017510
SAMEA104142369	ERR2017416
SAMEA104142103	ERR2017591
SAMEA104142131	ERR2017555
SAMEA104142141	ERR2017545
SAMEA104142397	ERR2017503
SAMEA104142125	ERR2017561
SAMEA104142354	ERR2017431
SAMEA104142134	ERR2017552
SAMEA104142391	ERR2017490
SAMEA104142212	ERR2017527
SAMEA104142231	ERR2017467
SAMEA104142078	ERR2017531
SAMEA104142371	ERR2017414
SAMEA104142087	ERR2017597
SAMEA104142448	ERR2017516
SAMEA104142334	ERR2017460
SAMEA104142330	ERR2017451
SAMEA104142129	ERR2017557
SAMEA104142333	ERR2017458
SAMEA104142452	ERR2017495
SAMEA104142139	ERR2017547
SAMEA104142390	ERR2017489
SAMEA104142336	ERR2017446
SAMEA104142406	ERR2017513
SAMEA104142348	ERR2017437
SAMEA104142376	ERR2017473
SAMEA104142217	ERR2017521
SAMEA104142228	ERR2017470
SAMEA104142352	ERR2017433
SAMEA104142374	ERR2017411
SAMEA104142144	ERR2017542
SAMEA104142223	ERR2017518
SAMEA104142355	ERR2017430
SAMEA104142219	ERR2017526
SAMEA104142345	ERR2017440
SAMEA104142377	ERR2017474
SAMEA104142356	ERR2017429
SAMEA104142143	ERR2017543
SAMEA104142150	ERR2017536
SAMEA104142342	ERR2017443
SAMEA104142373	ERR2017412
SAMEA104142328	ERR2017456
SAMEA104142347	ERR2017438
SAMEA104142076	ERR2017564
SAMEA104142331	ERR2017450
SAMEA104142215	ERR2017522
SAMEA104142366	ERR2017419
SAMEA104142226	ERR2017491
SAMEA104142367	ERR2017418
SAMEA104142409	ERR2017517
SAMEA104142408	ERR2017515
SAMEA104142382	ERR2017481
SAMEA104142379	ERR2017477
SAMEA104142472	ERR2017476
SAMEA104142378	ERR2017475
SAMEA104142375	ERR2017472
SAMEA104142247	ERR2017661
SAMEA104142178	ERR2017710
SAMEA104142259	ERR2017639
SAMEA104142307	ERR2017615
SAMEA104142184	ERR2017704
SAMEA104142299	ERR2017609
SAMEA104142305	ERR2017659
SAMEA104142270	ERR2017628
SAMEA104142154	ERR2017735
SAMEA104142161	ERR2017728
SAMEA104142275	ERR2017623
SAMEA104142290	ERR2017613
SAMEA104142185	ERR2017703
SAMEA104142273	ERR2017625
SAMEA104142276	ERR2017622
SAMEA104142164	ERR2017725
SAMEA104142156	ERR2017733
SAMEA104142242	ERR2017667
SAMEA104142285	ERR2017608
SAMEA104142160	ERR2017729
SAMEA104142163	ERR2017726
SAMEA104142187	ERR2017701
SAMEA104142086	ERR2017689
SAMEA104142281	ERR2017653
SAMEA104142289	ERR2017618
SAMEA104142267	ERR2017631
SAMEA104142318	ERR2017664
SAMEA104142079	ERR2017742
SAMEA104142204	ERR2017683
SAMEA104142193	ERR2017695
SAMEA104142301	ERR2017611
SAMEA104142173	ERR2017716
SAMEA104142194	ERR2017694
SAMEA104142080	ERR2017741
SAMEA104142167	ERR2017722
SAMEA104142296	ERR2017605
SAMEA104142238	ERR2017674
SAMEA104142297	ERR2017606
SAMEA104142198	ERR2017690
SAMEA104142312	ERR2017810
SAMEA104142252	ERR2017646
SAMEA104142306	ERR2017660
SAMEA104142308	ERR2017614
SAMEA104142314	ERR2017813
SAMEA104142203	ERR2017684
SAMEA104142254	ERR2017644
SAMEA104142168	ERR2017721
SAMEA104142287	ERR2017598
SAMEA104142309	ERR2017668
SAMEA104142315	ERR2017651
SAMEA104142189	ERR2017699
SAMEA104142191	ERR2017697
SAMEA104142302	ERR2017612
SAMEA104142239	ERR2017673
SAMEA104142283	ERR2017617
SAMEA104142181	ERR2017707
SAMEA104142188	ERR2017700
SAMEA104142096	ERR2017744
SAMEA104142321	ERR2017672
SAMEA104142295	ERR2017604
SAMEA104142244	ERR2017665
SAMEA104142291	ERR2017601
SAMEA104142205	ERR2017682
SAMEA104142255	ERR2017643
SAMEA104142250	ERR2017648
SAMEA104142263	ERR2017635
SAMEA104142272	ERR2017626
SAMEA104142261	ERR2017637
SAMEA104142199	ERR2017688
SAMEA104142324	ERR2017815
SAMEA104142288	ERR2017599
SAMEA104142207	ERR2017680
SAMEA104142176	ERR2017712
SAMEA104142241	ERR2017669
SAMEA104142277	ERR2017621
SAMEA104142298	ERR2017607
SAMEA104142258	ERR2017640
SAMEA104142243	ERR2017666
SAMEA104142245	ERR2017663
SAMEA104142284	ERR2017602
SAMEA104142300	ERR2017610
SAMEA104142200	ERR2017687
SAMEA104142256	ERR2017642
SAMEA104142237	ERR2017675
SAMEA104142094	ERR2017746
SAMEA104142084	ERR2017737
SAMEA104142316	ERR2017814
SAMEA104142186	ERR2017702
SAMEA104142170	ERR2017719
SAMEA104142313	ERR2017743
SAMEA104142162	ERR2017727
SAMEA104142182	ERR2017706
SAMEA104142260	ERR2017638
SAMEA104142251	ERR2017647
SAMEA104142262	ERR2017636
SAMEA104142081	ERR2017740
SAMEA104142202	ERR2017685
SAMEA104142158	ERR2017731
SAMEA104142166	ERR2017723
SAMEA104142179	ERR2017709
SAMEA104142165	ERR2017724
SAMEA104142269	ERR2017629
SAMEA104142274	ERR2017624
SAMEA104142268	ERR2017630
SAMEA104142319	ERR2017654
SAMEA104142195	ERR2017693
SAMEA104142206	ERR2017681
SAMEA104142180	ERR2017708
SAMEA104142196	ERR2017692
SAMEA104142240	ERR2017670
SAMEA104142266	ERR2017632
SAMEA104142192	ERR2017696
SAMEA104142278	ERR2017620
SAMEA104142155	ERR2017734
SAMEA104142246	ERR2017662
SAMEA104142177	ERR2017711
SAMEA104142293	ERR2017600
SAMEA104142265	ERR2017633
SAMEA104142248	ERR2017650
SAMEA104142209	ERR2017678
SAMEA104142279	ERR2017656
SAMEA104142172	ERR2017717
SAMEA104142304	ERR2017658
SAMEA104142292	ERR2017616
SAMEA104142095	ERR2017745
SAMEA104142311	ERR2017671
SAMEA104142169	ERR2017720
SAMEA104142082	ERR2017739
SAMEA104142159	ERR2017730
SAMEA104142249	ERR2017649
SAMEA104142157	ERR2017732
SAMEA104142175	ERR2017713
SAMEA104142294	ERR2017603
SAMEA104142317	ERR2017677
SAMEA104142093	ERR2017747
SAMEA104142197	ERR2017691
SAMEA104142264	ERR2017634
SAMEA104142253	ERR2017645
SAMEA104142190	ERR2017698
SAMEA104142303	ERR2017619
SAMEA104142201	ERR2017686
SAMEA104142208	ERR2017679
SAMEA104142286	ERR2017657
SAMEA104142183	ERR2017705
SAMEA104142171	ERR2017718
SAMEA104142310	ERR2017715
SAMEA104142322	ERR2017652
SAMEA104142257	ERR2017641
SAMEA104142282	ERR2017655
SAMEA104142471	ERR2017809
SAMEA104142470	ERR2017808
SAMEA104142469	ERR2017807
SAMEA104142468	ERR2017806
SAMEA104142467	ERR2017805
SAMEA104142466	ERR2017804
SAMEA104142465	ERR2017803
SAMEA104142464	ERR2017802
SAMEA104142463	ERR2017801
SAMEA104142460	ERR2017800
SAMEA104142462	ERR2017799
SAMEA104142459	ERR2017798
SAMEA104142461	ERR2017797
SAMEA104142458	ERR2017796
SAMEA104142447	ERR2017795
SAMEA104142457	ERR2017794
SAMEA104142456	ERR2017793
SAMEA104142474	ERR2017792
SAMEA104142455	ERR2017791
SAMEA104142446	ERR2017790
SAMEA104142445	ERR2017789
SAMEA104142444	ERR2017788
SAMEA104142442	ERR2017786
SAMEA104142441	ERR2017785
SAMEA104142440	ERR2017784
SAMEA104142439	ERR2017783
SAMEA104142438	ERR2017782
SAMEA104142437	ERR2017781
SAMEA104142436	ERR2017780
SAMEA104142435	ERR2017779
SAMEA104142434	ERR2017778
SAMEA104142433	ERR2017777
SAMEA104142432	ERR2017776
SAMEA104142431	ERR2017775
SAMEA104142430	ERR2017774
SAMEA104142429	ERR2017773
SAMEA104142473	ERR2017772
SAMEA104142428	ERR2017771
SAMEA104142427	ERR2017770
SAMEA104142426	ERR2017769
SAMEA104142425	ERR2017768
SAMEA104142424	ERR2017767
SAMEA104142476	ERR2017766
SAMEA104142475	ERR2017765
SAMEA104142423	ERR2017764
SAMEA104142422	ERR2017763
SAMEA104142421	ERR2017762
SAMEA104142420	ERR2017761
SAMEA104142419	ERR2017760
SAMEA104142418	ERR2017759
SAMEA104142415	ERR2017757
SAMEA104142414	ERR2017756
SAMEA104142413	ERR2017755
SAMEA104142412	ERR2017754
SAMEA104142410	ERR2017753
SAMEA104142417	ERR2017752
SAMEA104142411	ERR2017751
SAMEA104142090	ERR2017750
SAMEA104142091	ERR2017749
SAMEA104142092	ERR2017748
SAMEA104142083	ERR2017738
SAMEA104142085	ERR2017736
SAMEA104142174	ERR2017714
SAMEA104142280	ERR2017676
SAMEA104142271	ERR2017627
SAMEA1906570	ERR260199
SAMEA1906571	ERR260151
SAMEA1906514	ERR260201
SAMEA1906548	ERR260198
SAMEA1906445	ERR260271
SAMEA1906439	ERR260276
SAMEA1906566	ERR260274
SAMEA1906428	ERR260270
SAMEA1906549	ERR260273
SAMEA1906479	ERR260181
SAMEA1906495	ERR260186
SAMEA1906435	ERR260159
SAMEA1906543	ERR260229
SAMEA1906462	ERR260208
SAMEA1906472	ERR260241
SAMEA1906512	ERR260165
SAMEA1906450	ERR260162
SAMEA1906465	ERR260139
SAMEA1906422	ERR260190
SAMEA1906531	ERR260203
SAMEA1906574	ERR260191
SAMEA1906505	ERR260155
SAMEA1906469	ERR260166
SAMEA1906424	ERR260206
SAMEA1906444	ERR260188
SAMEA1906426	ERR260196
SAMEA1906437	ERR260149
SAMEA1906557	ERR260192
SAMEA1906436	ERR260189
SAMEA1906579	ERR260214
SAMEA1906446	ERR260207
SAMEA1906523	ERR260185
SAMEA1906558	ERR260144
SAMEA1906540	ERR260174
SAMEA1906528	ERR260210
SAMEA1906545	ERR260202
SAMEA1906554	ERR275252
SAMEA1906553	ERR260178
SAMEA1906580	ERR260152
SAMEA1906455	ERR260182
SAMEA1906451	ERR260261
SAMEA1906533	ERR260239
SAMEA1906421	ERR260169
SAMEA1906456	ERR260167
SAMEA1906497	ERR260238
SAMEA1906524	ERR260194
SAMEA1906529	ERR260173
SAMEA1906583	ERR260176
SAMEA1906546	ERR260240
SAMEA1906572	ERR260235
SAMEA1906442	ERR260179
SAMEA1906489	ERR260140
SAMEA1906482	ERR260161
SAMEA6104883	ERR3607312
SAMEA6104910	ERR3607311
SAMEA6104882	ERR3607310
SAMEA6104909	ERR3607309
SAMEA6104907	ERR3607308
SAMEA6104908	ERR3607307
SAMEA6104906	ERR3607306
SAMEA6104905	ERR3607305
SAMEA6104904	ERR3607304
SAMEA6104903	ERR3607303
SAMEA6104902	ERR3607302
SAMEA6104901	ERR3607301
SAMEA6104900	ERR3607300
SAMEA6104899	ERR3607299
SAMEA6104897	ERR3607298
SAMEA6104898	ERR3607297
SAMEA6104896	ERR3607296
SAMEA6104895	ERR3607295
SAMEA6104894	ERR3607294
SAMEA6104893	ERR3607293
SAMEA6104881	ERR3607292
SAMEA6104884	ERR3607291
SAMEA6104892	ERR3607290
SAMEA6104891	ERR3607289
SAMEA6104880	ERR3607288
SAMEA6104879	ERR3607287
SAMEA6104878	ERR3607286
SAMEA6104890	ERR3607285
SAMEA6104877	ERR3607284
SAMEA6104876	ERR3607283
SAMEA6104875	ERR3607282
SAMEA6104874	ERR3607281
SAMEA6104873	ERR3607280
SAMEA6104872	ERR3607279
SAMEA6104871	ERR3607278
SAMEA6104870	ERR3607277
SAMEA6104869	ERR3607276
SAMEA6104868	ERR3607275
SAMEA6104889	ERR3607274
SAMEA6104867	ERR3607273
SAMEA6104866	ERR3607272
SAMEA6104865	ERR3607271
SAMEA6104864	ERR3607270
SAMEA6104863	ERR3607269
SAMEA6104862	ERR3607268
SAMEA6104861	ERR3607267
SAMEA6104888	ERR3607266
SAMEA6104887	ERR3607265
SAMEA6104857	ERR3607264
SAMEA6104860	ERR3607263
SAMEA6104856	ERR3607262
SAMEA6104855	ERR3607261
SAMEA6104886	ERR3607260
SAMEA6104859	ERR3607259
SAMEA6104854	ERR3607258
SAMEA6104853	ERR3607257
SAMEA6104852	ERR3607256
SAMEA6104851	ERR3607255
SAMEA6104850	ERR3607254
SAMEA6104885	ERR3607253
SAMEA6104858	ERR3607252
SAMEA2153887	ERR321235
SAMEA2154036	ERR321618
SAMEA2155432	ERR321170
SAMEA1971210	ERR321594
SAMEA2149539	ERR321351
SAMEA2146009	ERR321630
SAMEA2152664	ERR321233
SAMEA2145365	ERR321606
SAMEA2142349	ERR321635
SAMEA2153898	ERR321586
SAMEA2146778	ERR321182
SAMEA2161216	ERR321223
SAMEA2154930	ERR321206
SAMEA2162844	ERR321623
SAMEA2148412	ERR321643
SAMEA2152602	ERR321154
SAMEA2162460	ERR321208
SAMEA2158039	ERR321589
SAMEA2156714	ERR321581
SAMEA2152065	ERR321420
SAMEA2163052	ERR321247
SAMEA2145815	ERR321622
SAMEA2162573	ERR321599
SAMEA2155689	ERR321529
SAMEA2142583	ERR321150
SAMEA2149271	ERR321493
SAMEA2152254	ERR321190
SAMEA2161657	ERR321591
SAMEA2147070	ERR321416
SAMEA2155902	ERR321565
SAMEA2159553	ERR321091
SAMEA2150187	ERR321135
SAMEA1970465	ERR321079
SAMEA1969178	ERR321480
SAMEA1969126	ERR321256
SAMEA2146552	ERR321575
SAMEA2149318	ERR321239
SAMEA2158521	ERR321453
SAMEA2156850	ERR321636
SAMEA2162530	ERR321144
SAMEA2147991	ERR321532
SAMEA2160621	ERR321215
SAMEA2142848	ERR321445
SAMEA2155745	ERR321131
SAMEA2162297	ERR321123
SAMEA2150726	ERR321557
SAMEA2154620	ERR321651
SAMEA2161021	ERR321483
SAMEA2147589	ERR321251
SAMEA2156186	ERR321152
SAMEA2146908	ERR321371
SAMEA2143176	ERR321176
SAMEA2149030	ERR321156
SAMEA2162348	ERR321202
SAMEA2149241	ERR321637
SAMEA2157028	ERR321537
SAMEA2153852	ERR321576
SAMEA2160616	ERR321613
SAMEA2147036	ERR321603
SAMEA2152521	ERR321607
SAMEA2149228	ERR321602
SAMEA2162811	ERR321617
SAMEA2154150	ERR321562
SAMEA2161608	ERR321194
SAMEA2155134	ERR321632
