#mpa_v31_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	Subj054_time3_S43_metaphlan3_new	Subj054_time2_S42_metaphlan3_new	Subj054_time1_S41_metaphlan3_new	Subj053_time2_S40_metaphlan3_new	Subj053_time1_S39_metaphlan3	Subj052_time2_S38_metaphlan3	Subj052_time1_S37_metaphlan3	Subj049_time1_S36_metaphlan3	Subj045_time1_S35_metaphlan3	Subj044_time1_S34_metaphlan3	Subj043_time2_S33_metaphlan3	Subj043_time1_S32_metaphlan3	Subj042_time1_S31_metaphlan3	Subj041_time1_S30_metaphlan3	Subj040_time1_S29_metaphlan3	Subj039_time2_S28_metaphlan3	Subj039_time1_S27_metaphlan3	Subj035_time1_S26_metaphlan3	Subj034_time2_S25_metaphlan3	Subj034_time1_S24_metaphlan3	Subj032_time2_S23_metaphlan3	Subj032_time1_S22_metaphlan3	Subj031_time1_S21_metaphlan3	Subj030_time3_S20_metaphlan3	Subj030_time2_S19_metaphlan3	Subj030_time1_S18_metaphlan3	Subj021_time2_S17_metaphlan3	Subj021_time1_S16_metaphlan3	Subj020_time1_S15_metaphlan3	Subj017_time1_ReExtract_S44_metaphlan3	Subj016_time2_S14_metaphlan3	Subj016_time1_S13_metaphlan3	Subj015_time2_S12_metaphlan3	Subj014_time1_S11_metaphlan3	Subj013_time1_S10_metaphlan3	Subj011_time2_S9_metaphlan3	Subj011_time1_S8_metaphlan3	Subj008_time2_S7_metaphlan3	Subj008_time1_S6_metaphlan3	Subj007_time1_S5_metaphlan3	Subj004_time1_S4_metaphlan3	Subj003_time1_S3_metaphlan3	Subj001_time2_S2_metaphlan3	Subj001_time1_S1_metaphlan3
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_sp_CAG_788	2|976|200643|171549|1853231|283168|1262909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037971579988546	0.0502826015920353	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	2|976|200643|171549|1853231|283168|28118	0.2879842140120223	0.2112878792208243	0.043257718395265	0	0	0	0	0.1607545609180618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0523735422713235	0	0.0038706136349733	0.0778481531050964	0	0	0	0	0	0.1085366580711707	0.3337375570402225	0	0.0091516757953825	0	0.0451272689452714
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2|976|200643|171549|171551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041544606248627	0	0	0	0	0	0	0	0	0	0.9231945217450456	1.6925760208151046	0	0	0	0	0	0	0	0	0.9250995514951276	0	0	0	0	0.1265549669739141	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	2|976|200643|171549|171551|836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041544606248627	0	0	0	0	0	0	0	0	0	0.9231945217450456	1.6925760208151046	0	0	0	0	0	0	0	0	0.9250995514951276	0	0	0	0	0.1265549669739141	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	2|976|200643|171549|171551|836|28123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612221856067473	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_31_2	2|976|200643|171549|171551|836|658663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041544606248627	0	0	0	0	0	0	0	0	0	0.9231945217450456	1.6925760208151046	0	0	0	0	0	0	0	0	0.9250995514951276	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_HMSC065F10	2|976|200643|171549|171551|836|1739394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252116539972393	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	2|976|200643|171549|171551|836|281920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0401211273699274	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	0	0	0	0	0.0049545776763222	0.0463736963771919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129315009434429	0.0006712143996923	0	0.0005547793929357	0	0	0	0	0	0	0	0.5333969004908466	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	0	0	0	0	0.0049545776763222	0.0463736963771919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129315009434429	0.0006712143996923	0	0.0005547793929357	0	0	0	0	0	0	0	0.5333969004908466	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_colorans	2|976|200643|171549|171552|838|1703337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0742904546284142	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	2|976|200643|171549|171552|838|28130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254471568793467	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	2|976|200643|171549|171552|838|28132	0	0	0	0	0	0.0463736963771919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_109	2|976|200643|171549|171552|838|1676614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0626052298053051	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	2|976|200643|171549|171552|838|1262924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006712143996923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873	2|976|200643|171549|171552|838|1262936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129315009434429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_S7_1_8	2|976|200643|171549|171552|838|1284775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408833003338385	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	2|976|200643|171549|171552|838|386414	0	0	0	0	0.0049545776763222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005547793929357	0	0	0	0	0	0	0	0.330170758843942	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	7.35378654690221	1.5922915750635993	1.1878503545157	41.82067953396887	0.1672230726171741	0	0	0.0535674564730946	0	0	0	0.0623002073299442	0	0.3279206001592618	0.0045665174751603	0	0	2.7609842019381454	0	0.2894496338230821	0	0	0.0080110003200889	0	1.104293416579747	0.9238989615176432	0	0	0	0.1236351832106258	0	0	1.1280658309336622	0	0	0	0	0.0033807141665354	0.034967679839451	0.118877573017214	0.9792823831992412	0.5091772738007612	0	0.9157943293320746
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	2|976|200643|171549|171550|239759	7.35378654690221	1.5922915750635993	1.1878503545157	41.82067953396887	0.1672230726171741	0	0	0.0535674564730946	0	0	0	0.0623002073299442	0	0.3279206001592618	0.0045665174751603	0	0	2.7609842019381454	0	0.2894496338230821	0	0	0.0080110003200889	0	1.104293416579747	0.9238989615176432	0	0	0	0.1236351832106258	0	0	1.1280658309336622	0	0	0	0	0.0033807141665354	0.034967679839451	0.118877573017214	0.9792823831992412	0.5091772738007612	0	0.9157943293320746
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	2|976|200643|171549|171550|239759|214856	0	0	0.002827218992422	33.37260953727516	0.1432522216870209	0	0	0.0434565397552766	0	0	0	0	0	0	0	0	0	0.5465351732337217	0	0.2889281629249801	0	0	0	0	0.4325176964650128	0.1722209495154079	0	0	0	0.012753073594155	0	0	0.001979429973613	0	0	0	0	0	0.0084288334461959	0.0132266982332663	0	0.0140986435366277	0	0.2471160218839765
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	2|976|200643|171549|171550|239759|626932	0	0	0	0	0.0133638188340324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1198915667996916	0.1023351539437969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	2|976|200643|171549|171550|239759|1501391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1075547158174635	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_obesi	2|976|200643|171549|171550|239759|1118061	0	0.0002645807130068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005270184608477	0	0	0	0	0	0	0	0	0	0.015889589480568	0	0	0.1452222938926747	0	0	0	0	0	0	0	0	0	0	0.0020209373669802
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	2|976|200643|171549|171550|239759|328813	0	0	0	8.448069996693715	0.0106035600725214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0105976296948314	0	0.0034967725144101	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	2|976|200643|171549|171550|239759|28117	0.0171955398118883	0.019058780174219	0.0161392366697457	0	0	0	0	0.0101109167178179	0	0	0	0.0019264739163871	0	0	0.0045665174751603	0	0	2.2144490287044243	0	0	0	0	0.0080110003200889	0	0.4595032248537481	0.5590344930249082	0	0	0	0.0949925201359027	0	0	0.2016586701974882	0	0	0	0	0.0033807141665354	0.0148067233535888	0.0786493988826923	0.0885899886038132	0.3586058202784193	0	0.666662619269084
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	2|976|200643|171549|171550|239759|328814	0.0235572465848366	0.0169376500513	0	0	0	0	0	0	0	0	0	0.060373733413557	0	0.3279206001592618	0	0	0	0	0	0	0	0	0	0	0.0923873322411682	0.0903083650335302	0	0	0	0	0	0	0.7792054368698862	0	0	0	0	0	0.0117321230396663	0.0164038462064239	0.890692394595428	0.0254256121722629	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_CAG_514	2|976|200643|171549|171550|239759|1262696	7.313033760505485	1.5560305641250731	1.1688838988535322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.8567836664643056	0.677649503455667	0.2261563892069763	0	0.1872566487856249	0	0.0270356985135558	1.9366462217480933	0	0.0056065925222851	0	0.699636552651318	0	0.7106821031953916	0.4898273780533521	0	0.0004970739866641	0	0.0784400303279245	0.1175639497082711	0	0	0.0055360108746069	0.0044749368838251	28.328221722461564	29.962747515332108	0	0.0008186286429406	0.0183772893880061	0.0512757617110789	0.1878863285557372	1.4198628245638931	10.461598463826588	0	7.75683514133485	0	0	0	0.066334411023163	1.3256628508646926	0.8238829536178831	0.5837765176143177	0	0.981393431345458
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	0.8567836664643056	0.677649503455667	0.2261563892069763	0	0.1872566487856249	0	0.0270356985135558	1.9366462217480933	0	0.0056065925222851	0	0.699636552651318	0	0.7106821031953916	0.4898273780533521	0	0.0004970739866641	0	0.0784400303279245	0.1175639497082711	0	0	0.0055360108746069	0.0044749368838251	28.328221722461564	29.962747515332108	0	0.0008186286429406	0.0183772893880061	0.0512757617110789	0.1878863285557372	1.4198628245638931	10.461598463826588	0	7.75683514133485	0	0	0	0.066334411023163	1.3256628508646926	0.8238829536178831	0.5837765176143177	0	0.981393431345458
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	2|976|200643|171549|2005525|375288|823	0.3639674967038565	0.1788386243171422	0.0658627922225679	0	0.0120965302202569	0	0.0270356985135558	0.0672938206517184	0	0	0	0.5859337764591281	0	0	0.4689792636037673	0	0.0004970739866641	0	0.0784400303279245	0.0088594577049881	0	0	0.0055360108746069	0.0044749368838251	28.23744814274863	29.78992633790436	0	0.0004591438910405	0.0069465255241705	0.0263718255729601	0.0553500090505375	1.4198628245638931	8.41233420074446	0	3.8790203580165983	0	0	0	0	0.6605770205699912	0.0054377486611036	0.4934525237819721	0	0.9722388475324356
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	2|976|200643|171549|2005525|375288|328812	0.165332936379947	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208481144495847	0	0	0	0	0	0	0	0	0	0	0	0	0.0003594847519	0.0073149699568885	0	0	0	0	0	3.877814783318253	0	0	0	0.0417739083974258	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	2|976|200643|171549|2005525|375288|46503	0.3274796613946666	0.4988108791385247	0.1602978230217661	0	0.175160118565368	0	0	1.8693524010963751	0	0.0056065925222851	0	0.1137027761921898	0	0.7106821031953916	0	0	0	0	0	0.108704492003283	0	0	0	0	0.0907735797129381	0.1728211774277502	0	0	0.0041157939069471	0.0249039361381188	0.1325363195051997	0	2.0492586075679182	0	0	0	0	0	0.0245605026257371	0.6650901121652851	0.818450130453755	0.0903239938323456	0	0.0091545838130223
k__Bacteria|p__Firmicutes	2|1239	20.02755663365766	33.662720710746314	36.25115975776704	5.652590520734927	19.993814554190624	29.668837318839174	50.56848547463755	13.316807998349129	22.53756982052697	22.44007407559991	37.50730474519118	43.39604530943976	7.397656531941022	2.3035849637375465	4.592916167817076	30.22061620269908	0.2871280101149196	22.997975932582047	65.04783634734625	44.0383116532802	13.25091038396294	55.27048804767815	42.87003183721242	1.846642649063791	21.695935771291552	17.300487680981156	17.18397300557076	2.794648698290504	51.16506959108279	8.556710170627861	1.3939259315110355	5.503398735807499	18.006501206020125	29.62944645952771	20.93944626360848	64.20492191849132	48.23157907811355	17.899432634305427	23.5230410041079	8.65094574384961	4.5255416957186165	19.42522776686684	30.942385266868545	8.385257575510707
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	8.014225295963135	12.57309970302661	25.96876713212114	5.652590520734927	7.062453619579591	28.62501185844343	31.60123191265387	4.422176202099684	22.04439868148792	1.144379021597496	37.395943991572246	41.98272363799261	7.3658742876710335	0.0823382303042837	2.4848514569523736	30.22061620269908	0.2871280101149196	2.9915322240142768	64.52465811405344	13.676500745703374	13.25091038396294	55.27048804767815	28.85371143697496	1.8367090796514136	12.109957583510951	10.374339236924795	17.15668225163935	2.7754322807112155	50.821517623697225	4.923878283380694	1.3275989364582708	2.888505140936289	15.618279354256495	5.409216724707974	0.1894493297084241	64.20492191849132	35.93488788890369	12.207307707874609	1.107400611296724	0.8682391801416819	0.7242401498007396	0.2737651089901425	30.942385266868545	7.700857950103892
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.0158060373218957	0.0091526989024896	0	0	0	0.0217208970587222	0	0	0	0.0932631139946322	0	0	0.0016016743653848	0	0	0	0	0	0.114439390975716	0	0	0	11.28611687069442	0.1141728106651776	0	0	0.5657203588592697	0.0390770603080211	0.033869928461318	0	0	0	0	0.1859995592214763	0.022469021625843	0	0	0.0031117608581626	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2|1239|91061|1385|186817	0.0158060373218957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	2|1239|91061|1385|186817|1386	0.0158060373218957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_clausii	2|1239|91061|1385|186817|1386|79880	0.0147987373162969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_7504_2	2|1239|91061|1385|186817|1386|2022547	0.0010073000055987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	2|1239|91061|1385|	0	0	0	0	0	0	0	0	0	0	0	0	0.0016016743653848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	2|1239|91061|1385||1378	0	0	0	0	0	0	0	0	0	0	0	0	0.0016016743653848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	2|1239|91061|1385||1378|29391	0	0	0	0	0	0	0	0	0	0	0	0	0.0007600101890649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	2|1239|91061|1385||1378|84135	0	0	0	0	0	0	0	0	0	0	0	0	0.0008353831003772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	2|1239|91061|1385|90964	0	0.0091526989024896	0	0	0	0.0217208970587222	0	0	0	0.0932631139946322	0	0	0	0	0	0	0	0	0.114439390975716	0	0	0	11.28611687069442	0.1141728106651776	0	0	0.5657203588592697	0.0390770603080211	0.033869928461318	0	0	0	0	0.1859995592214763	0.022469021625843	0	0	0.0031117608581626	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	2|1239|91061|1385|90964|1279	0	0.0091526989024896	0	0	0	0.0217208970587222	0	0	0	0.0932631139946322	0	0	0	0	0	0	0	0	0.114439390975716	0	0	0	11.28611687069442	0.1141728106651776	0	0	0.5657203588592697	0.0390770603080211	0.033869928461318	0	0	0	0	0.1859995592214763	0.022469021625843	0	0	0.0031117608581626	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_argenteus	2|1239|91061|1385|90964|1279|985002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251538582493702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	2|1239|91061|1385|90964|1279|1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.057666672805842	0	0	0	0.0496670941789791	0	0.033869928461318	0	0	0	0	0	0.022469021625843	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	2|1239|91061|1385|90964|1279|1282	0	0.0091526989024896	0	0	0	0.0217208970587222	0	0	0	0.0932631139946322	0	0	0	0	0	0	0	0	0.114439390975716	0	0	0	3.1954503386154847	0.1141728106651776	0	0	0.5160532646802907	0.0390770603080211	0	0	0	0	0	0.1859995592214763	0	0	0	0.0031117608581626	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_schweitzeri	2|1239|91061|1385|90964|1279|1654388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0078516906546326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	7.9984228306270735	12.563947004124122	25.96876713212114	5.652590520734927	7.062453619579591	28.603290961384705	31.60123191265387	4.422176202099684	22.04439868148792	1.0511159076028638	37.395943991572246	41.98272363799261	7.364278894381591	0.0823382303042837	2.4848514569523736	30.22061620269908	0.2871280101149196	2.9915322240142768	64.41021872307773	13.676500745703374	13.25091038396294	55.27048804767815	17.567594566280537	1.7225353906865533	12.109957583510951	10.374339236924795	16.59096189278008	2.736358779658164	50.78764769523591	4.923878283380694	1.3275989364582708	2.888505140936289	15.618279354256495	5.223220437131458	0.1669803080825811	64.20492191849132	35.93488788890369	12.204195947016446	1.107400611296724	0.8682391801416819	0.7242401498007396	0.2737651089901425	30.942385266868545	7.700857950103892
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2|1239|91061|186826|186828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061799848987832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	2|1239|91061|186826|186828|117563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061799848987832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	2|1239|91061|186826|186828|117563|46124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061799848987832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	2|1239|91061|186826|81852	6.058227284382079	9.97483189734136	24.38560479107458	0.0122148721747566	0.0125652534061738	2.422967463044398	25.657632614409003	2.933124273872038	20.3208522297586	0	0	0.4608680693702817	0.0018529174030922	0.0015537041983707	0.3144534852524175	0	0.0005723882270678	0	26.27949728792108	1.4852545214866526	0.0029124627610858	1.4053589839706495	0	0	0.0245584958165162	0.0116636880744052	1.864945532204468	0.0001174554139871	46.8315070515002	0	0.0052559534814136	0	4.654499506124273	2.710816308664104	0.0033670682991943	57.77959391889444	35.74834406560564	0.0043582003840624	0.0038114879924658	0.0255285124204383	0.0014924255836181	0.004406362419999	0.0018195614327277	0.0145245031024271
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	2|1239|91061|186826|81852|1350	6.058227284382079	9.97483189734136	24.38560479107458	0.0122148721747566	0.0125652534061738	2.422967463044398	25.657632614409003	2.933124273872038	20.3208522297586	0	0	0.4608680693702817	0.0018529174030922	0.0015537041983707	0.3144534852524175	0	0.0005723882270678	0	26.27949728792108	1.4852545214866526	0.0029124627610858	1.4053589839706495	0	0	0.0245584958165162	0.0116636880744052	1.864945532204468	0.0001174554139871	46.8315070515002	0	0.0052559534814136	0	4.654499506124273	2.710816308664104	0.0033670682991943	57.77959391889444	35.74834406560564	0.0043582003840624	0.0038114879924658	0.0255285124204383	0.0014924255836181	0.004406362419999	0.0018195614327277	0.0145245031024271
